Year,Department,Salary_Cost,Equipment_Cost,Maintenance_Cost,Utilities_Cost,Miscellaneous_Cost,Total_Cost
2023,Civil,614126,353152,101703,97440,46606,1213027
2023,Computer Science,711198,408352,124191,50340,58940,1353021
2022,Civil,801762,402931,134112,94310,53337,1486452
2023,Mechanical,818816,480413,91399,90288,53420,1534336
2019,Electrical,816651,429474,92685,93953,59590,1492353
2019,Mechanical,616978,389334,84487,54987,59056,1204842
2022,Civil,656344,392138,92018,76062,31609,1248171
2022,Computer Science,863199,396626,110825,95517,59297,1525464
2022,Civil,675582,257008,87750,82456,57866,1160662
2021,Electrical,832459,337851,138956,88180,63991,1461437
2023,Mechanical,681214,330799,130229,75308,31907,1249457
2022,Electrical,823232,266238,123118,69862,44978,1327428
2020,Electrical,638725,485018,139615,57670,55938,1376966
2020,Electrical,845720,463097,137290,74246,40943,1561296
2019,Mechanical,653333,267153,95105,63766,35810,1115167
2023,Civil,861910,309353,98913,79681,74929,1424786
2022,Electrical,898307,302092,129515,58323,76831,1465068
2020,Mechanical,765043,493907,127342,51857,67705,1505854
2023,Computer Science,796221,424224,132184,97223,52132,1501984
2019,Mechanical,881620,299104,140506,80587,47615,1449432
2021,Computer Science,851831,405355,104967,75818,75028,1512999
2023,Mechanical,800122,427501,116023,75247,39939,1458832
2023,Civil,806598,458295,134288,83272,73518,1555971
2021,Electrical,714832,469606,106622,90235,59954,1441249
2023,Civil,743190,436029,125201,68540,30737,1403697
2019,Mechanical,781601,278887,96350,75837,50820,1283495
2019,Electrical,668682,427244,134820,58484,78703,1367933
2021,Computer Science,823009,254355,128709,80682,72911,1359666
2022,Mechanical,846553,283701,107470,81707,79681,1399112
2020,Electrical,735486,422606,110889,94610,42321,1405912
2022,Computer Science,683030,321442,90224,54923,62567,1212186
2023,Computer Science,720360,442346,85465,92019,34418,1374608
2020,Civil,735009,459180,135214,65920,72164,1467487
2021,Mechanical,898875,262279,82944,93263,31986,1369347
2021,Computer Science,769737,424563,104336,71938,63114,1433688
2020,Electrical,714360,370738,118624,63319,68593,1335634
2019,Computer Science,863894,457219,145206,92161,63983,1622463
2020,Computer Science,665018,389333,124764,56900,76658,1312673
2023,Civil,840904,385546,125420,52160,73728,1477758
2019,Civil,736817,341414,145671,66236,52182,1342320
2021,Electrical,792803,278390,95773,56221,61989,1285176
2020,Civil,686984,407997,106447,75294,63012,1339734
2022,Computer Science,890595,332174,84033,60038,76887,1443727
2022,Computer Science,792608,440123,135852,69651,53442,1491676
2023,Civil,612150,470079,100497,73360,41243,1297329
2022,Computer Science,875550,254787,100978,58255,30132,1319702
2020,Computer Science,750853,492951,92882,52699,45556,1434941
2020,Electrical,788489,454470,96945,93893,47754,1481551
2022,Civil,618325,439249,136485,71928,63855,1329842
2020,Computer Science,799756,293724,148850,98169,39839,1380338
2023,Civil,804541,260663,139870,50372,72851,1328297
2019,Electrical,617669,397192,98595,97312,76183,1286951
2023,Civil,807836,403812,144038,68898,50386,1474970
2023,Computer Science,732915,483118,136126,73855,73220,1499234
2020,Civil,796681,383107,115449,84758,43828,1423823
2019,Computer Science,650812,350271,98639,59607,71078,1230407
2020,Computer Science,878203,438515,125370,89558,65671,1597317
2021,Computer Science,852862,317388,122710,58553,53206,1404719
2020,Electrical,771840,302335,134051,55383,30894,1294503
2020,Civil,625395,293315,140639,98343,31265,1188957
2020,Electrical,882346,445237,83159,50715,52807,1514264
2019,Civil,829707,354922,146988,59837,61143,1452597
2020,Electrical,847181,296627,98706,63950,79514,1385978
2019,Mechanical,804120,389375,89862,57992,39965,1381314
2022,Computer Science,824839,490726,90219,76817,60412,1543013
2021,Computer Science,819882,299334,114536,99803,62229,1395784
2019,Electrical,703235,436964,142886,83818,62748,1429651
2022,Mechanical,645510,442268,113937,63357,71273,1336345
2019,Computer Science,687945,315700,101094,54742,48090,1207571
2019,Civil,842802,289726,107924,63369,70102,1373923
2021,Electrical,850168,481513,80123,55044,58041,1524889
2023,Computer Science,602881,456823,133149,60288,43374,1296515
2023,Computer Science,711860,430678,111854,75378,76116,1405886
2019,Electrical,766415,498045,140796,57261,45375,1507892
2020,Electrical,739728,280694,149432,93614,32393,1295861
2022,Civil,867885,412325,138968,68064,41802,1529044
2020,Civil,747733,405302,120834,59799,66462,1400130
2020,Computer Science,890834,435046,97111,53522,44911,1521424
2019,Computer Science,894977,313545,104099,63690,50064,1426375
2019,Electrical,702566,397997,149206,52057,40655,1342481
2019,Computer Science,671240,256033,130293,85489,71864,1214919
2019,Computer Science,706898,312461,95029,87589,36410,1238387
2023,Electrical,809304,252665,111811,85331,66165,1325276
2019,Computer Science,680522,277025,95793,64559,50381,1168280
2023,Computer Science,745512,404605,128106,63692,75799,1417714
2023,Mechanical,719107,426969,80972,98429,63678,1389155
2019,Civil,622462,327661,80360,50202,52970,1133655
2021,Electrical,879965,370473,82632,83709,56321,1473100
2022,Mechanical,692889,270998,115958,66972,48507,1195324
2020,Civil,688952,311248,98008,91530,48235,1237973
2023,Civil,793596,354493,110283,59537,77683,1395592
2022,Civil,777505,273057,130908,51642,42863,1275975
2021,Mechanical,821576,329244,87818,51365,74725,1364728
2020,Mechanical,819393,464680,110579,90324,31615,1516591
2020,Civil,875455,451703,135178,50008,40582,1552926
2023,Computer Science,854084,347031,137584,99683,57338,1495720
2019,Computer Science,729466,362713,145020,78820,39397,1355416
2021,Mechanical,630531,355887,80975,83803,66794,1217990
2023,Mechanical,614588,317173,143479,95531,59655,1230426
2021,Mechanical,743452,461278,96265,68001,69637,1438633
2019,Civil,773717,288734,143518,56722,73639,1336330
2019,Computer Science,761929,312072,84318,70100,48830,1277249
2023,Mechanical,621711,445247,115081,67460,66080,1315579
2019,Mechanical,736169,484046,138649,73987,38014,1470865
2022,Electrical,759465,444855,123069,54015,67787,1449191
2020,Civil,884220,344194,92427,89897,73061,1483799
2023,Electrical,760389,451811,120251,52962,33216,1418629
2021,Computer Science,658480,468126,105165,54840,51859,1338470
2022,Electrical,869188,432114,147285,70533,50053,1569173
2023,Electrical,850309,433429,144927,70454,41222,1540341
2019,Electrical,655486,389741,104866,98105,48908,1297106
2019,Civil,655162,363272,90282,55699,58693,1223108
2019,Computer Science,810359,317902,100319,55922,53882,1338384
2019,Electrical,629882,372247,116726,74919,43603,1237377
2021,Civil,654078,399982,95412,76508,57883,1283863
2022,Computer Science,838680,306959,104583,71664,43340,1365226
2020,Mechanical,708730,346623,141922,82270,73702,1353247
2021,Electrical,774898,381438,86185,75278,48345,1366144
2021,Computer Science,698938,298415,136389,64862,52687,1251291
2020,Electrical,718319,374716,97423,63598,59581,1313637
2020,Mechanical,632543,371209,131268,51898,67393,1254311
2019,Computer Science,724279,259907,121644,72939,58197,1236966
2021,Civil,629362,485982,116786,81288,38292,1351710
2023,Computer Science,758818,345825,110477,74774,72273,1362167
2020,Civil,842721,282780,83571,52822,33448,1295342
2020,Computer Science,765229,438951,99576,87252,49628,1440636
2022,Civil,742394,466231,142703,75049,44678,1471055
2023,Mechanical,669812,285085,89680,71884,68815,1185276
2023,Mechanical,896161,446571,105706,63052,56477,1567967
2020,Mechanical,828208,270426,144527,68038,31214,1342413
2019,Computer Science,879773,429269,128436,66975,53990,1558443
2022,Mechanical,728614,257485,82774,84616,50010,1203499
2023,Electrical,696950,299527,96972,63269,72326,1229044
2020,Mechanical,774942,445672,94048,53041,70643,1438346
2023,Civil,664829,374604,137602,66551,61564,1305150
2022,Civil,845602,479632,146403,54379,76687,1602703
2022,Civil,610588,496209,107182,57661,77993,1349633
2021,Computer Science,768217,341005,127059,56967,74583,1367831
2020,Electrical,872743,462511,88787,79870,68247,1572158
2022,Mechanical,808502,449820,80393,94967,55078,1488760
2021,Electrical,734011,308528,141775,65674,30172,1280160
2021,Electrical,852856,485551,139454,70394,47270,1595525
2023,Civil,884293,370631,92056,63531,58108,1468619
2023,Civil,797639,277799,141483,71370,46044,1334335
2021,Civil,741280,427411,124957,68565,36263,1398476
2023,Computer Science,797170,397159,108429,50832,50752,1404342
2022,Electrical,780564,388518,125909,96978,41621,1433590
2019,Electrical,620951,431532,132906,67405,72369,1325163
2022,Computer Science,779992,344817,124389,60185,37056,1346439
2021,Computer Science,646766,308260,100905,53492,51337,1160760
2021,Computer Science,759423,395949,133730,94630,44245,1427977
2022,Electrical,687122,405795,137557,50288,62676,1343438
2023,Electrical,871452,262943,146199,90584,78446,1449624
2023,Civil,683211,391378,127301,51076,30260,1283226
2021,Civil,726534,417856,127259,98332,31352,1401333
2020,Electrical,608720,499700,84574,84139,35243,1312376
2023,Civil,679993,371401,136776,51074,72459,1311703
2022,Computer Science,819973,401527,104737,87702,75333,1489272
2023,Mechanical,625905,471099,103390,77535,49390,1327319
2022,Civil,804580,452520,132330,82807,58194,1530431
2021,Electrical,650385,411046,133642,54274,79974,1329321
2023,Civil,630653,277371,101280,78198,60847,1148349
2022,Civil,691865,348746,101037,99334,79683,1320665
2021,Civil,725813,351248,120576,79859,49204,1326700
2020,Mechanical,745871,385008,108564,88264,30166,1357873
2022,Computer Science,791175,414238,108087,95760,51310,1460570
2020,Electrical,848535,275727,92803,85276,75291,1377632
2020,Mechanical,615052,364000,126002,62018,47439,1214511
2019,Electrical,737116,313969,146761,58072,31254,1287172
2023,Electrical,750943,409440,96163,63348,34286,1354180
2022,Electrical,820375,318531,148380,96678,38009,1421973
2020,Mechanical,621381,289097,131885,63952,34007,1140322
2019,Computer Science,748346,416056,116764,98833,44992,1424991
2021,Electrical,843234,300859,142126,50318,70526,1407063
2022,Computer Science,856017,425363,147224,61818,39723,1530145
2020,Computer Science,835020,446300,127055,76011,58104,1542490
2023,Civil,649892,473171,131599,68787,44590,1368039
2019,Mechanical,781593,403222,119720,96750,45638,1446923
2020,Mechanical,814992,403133,124484,93624,75002,1511235
2023,Civil,880064,410250,118852,62516,76779,1548461
2020,Civil,878846,481944,93219,83496,55548,1593053
2022,Computer Science,856216,306790,128865,84055,70657,1446583
2022,Electrical,864038,315696,134457,86769,42016,1442976
2022,Mechanical,893129,265648,116817,58752,78183,1412529
2019,Electrical,759359,311779,148993,51375,34744,1306250
2022,Electrical,858771,356371,132380,64970,54681,1467173
2023,Civil,725702,286672,130400,94846,72564,1310184
2020,Electrical,673527,319109,116258,82792,74733,1266419
2021,Computer Science,746511,441593,128957,67538,67055,1451654
2023,Civil,825692,284593,98281,62657,63770,1334993
2023,Electrical,758731,394858,131331,67843,76357,1429120
2022,Civil,887120,475108,125680,65583,60239,1613730
2019,Computer Science,835311,259815,118723,71491,60894,1346234
2020,Computer Science,798937,403038,90162,87474,60465,1440076
2019,Electrical,799378,394866,131095,96431,42922,1464692
2020,Civil,656697,412495,91338,98612,30084,1289226
2020,Electrical,670382,480552,91675,92180,75783,1410572
2019,Electrical,878795,271302,100080,68540,45373,1364090
2023,Civil,780116,442136,93936,55979,35156,1407323
2020,Electrical,614633,467872,90019,57943,69962,1300429
2019,Computer Science,679164,335140,147282,58911,68551,1289048
2020,Civil,862713,408907,129681,90254,68463,1560018
2021,Civil,723425,323356,84486,83873,75125,1290265
2023,Civil,850220,299282,99112,53769,79305,1381688
2022,Civil,895182,378451,131697,52479,39653,1497462
2020,Electrical,780160,371347,135998,60112,52798,1400415
2021,Electrical,804249,433786,106576,94039,53068,1491718
2022,Computer Science,805538,448107,130100,54731,64787,1503263
2022,Mechanical,797865,273814,101320,61361,55673,1290033
2020,Mechanical,801466,405161,145729,98855,46155,1497366
2019,Computer Science,787223,454234,109144,85940,30570,1467111
2020,Mechanical,711174,436903,137326,96809,70690,1452902
2021,Computer Science,737980,413818,99307,82205,46200,1379510
2022,Electrical,668447,331673,140598,74569,41769,1257056
2020,Civil,805599,301940,99623,57068,68921,1333151
2019,Civil,826301,336796,100249,56557,49075,1368978
2020,Electrical,879778,286476,118377,86098,54053,1424782
2023,Civil,886705,407355,132365,88790,40301,1555516
2019,Civil,655063,382841,114551,95411,35507,1283373
2021,Mechanical,888065,292278,122926,84826,67637,1455732
2022,Electrical,619340,428066,118599,72074,78359,1316438
2020,Mechanical,662781,443970,102593,72155,33655,1315154
2019,Mechanical,877045,265634,140334,86389,46347,1415749
2023,Civil,610638,486107,139893,92105,52053,1380796
2019,Civil,817986,376259,122636,86759,32492,1436132
2023,Electrical,821668,392037,149225,80784,42304,1486018
2021,Civil,894786,408638,120363,82401,69280,1575468
2022,Civil,625378,302196,135959,61565,61403,1186501
2021,Electrical,718171,348679,81120,74700,78011,1300681
2020,Civil,814801,429357,96491,91271,71542,1503462
2019,Mechanical,664377,380861,123638,99926,67118,1335920
2023,Electrical,860339,436571,119062,65337,40882,1522191
2023,Civil,654691,269420,85193,61112,67424,1137840
2019,Computer Science,691782,406308,95213,63761,38511,1295575
2019,Electrical,859896,256218,97187,92791,50699,1356791
2020,Electrical,678343,374283,90040,58885,51178,1252729
2021,Computer Science,721399,430964,146302,51376,47821,1397862
2023,Civil,631357,455103,109949,55939,46415,1298763
2020,Civil,894458,480461,83527,91949,30714,1581109
2021,Electrical,670283,314057,98757,52846,77857,1213800
2020,Electrical,659567,328609,105412,56817,39231,1189636
2023,Civil,837778,457979,94312,57430,46792,1494291
2019,Civil,741758,464202,102119,76328,77931,1462338
2019,Mechanical,661606,392298,91804,61151,78776,1285635
2021,Electrical,881035,373108,133986,77619,37346,1503094
2022,Electrical,701732,433343,126545,84484,70806,1416910
2021,Computer Science,791791,260046,109999,77664,54124,1293624
2022,Mechanical,892021,496027,119758,56780,54048,1618634
2020,Civil,849465,367462,149519,53331,51415,1471192
2020,Mechanical,824589,359345,83768,78604,47511,1393817
2023,Civil,614026,287117,81504,91849,71666,1146162
2022,Civil,882566,379980,147986,67762,42031,1520325
2023,Mechanical,895625,386037,88002,73765,41215,1484644
2019,Electrical,709384,440550,118787,87043,41851,1397615
2022,Civil,852771,492868,93898,71922,63550,1575009
2021,Mechanical,658031,459944,90472,73694,68068,1350209
2019,Computer Science,668232,438349,112632,60556,31178,1310947
2019,Mechanical,743084,466451,113743,63555,32406,1419239
2021,Computer Science,836503,440685,123386,99383,76314,1576271
2019,Civil,892104,267373,123388,60004,49191,1392060
2022,Mechanical,687695,295452,101323,88190,75220,1247880
2023,Mechanical,730066,431161,149269,70810,49148,1430454
2019,Computer Science,738982,256654,121319,61188,61146,1239289
2022,Mechanical,864837,412352,147759,50247,32724,1507919
2020,Mechanical,715313,437213,96868,70762,65303,1385459
2022,Civil,628810,373319,82080,96366,40140,1220715
2023,Mechanical,620092,355646,93776,95995,52684,1218193
2022,Electrical,658105,469015,146231,63811,54240,1391402
2021,Computer Science,761577,448966,135452,53741,49530,1449266
2023,Mechanical,804300,276583,133812,79052,52962,1346709
2020,Computer Science,890699,499105,143271,99214,31201,1663490
2021,Computer Science,671934,344242,138542,84319,40011,1279048
2022,Computer Science,672788,387432,95628,56306,65657,1277811
2023,Mechanical,880083,303968,88265,53005,79796,1405117
2020,Mechanical,755223,384815,104671,53322,40551,1338582
2021,Computer Science,728068,388231,92460,66008,50606,1325373
2020,Electrical,600036,413223,83477,90765,42664,1230165
2022,Computer Science,639051,381590,82202,74870,78472,1256185
2020,Electrical,680738,266652,91850,62466,34320,1136026
2019,Computer Science,660071,459533,100809,95284,33088,1348785
