Year,Department,Faculty_Count,Student_Count,Lab_Count,Building_Area,Tuition_Income,Total_Cost
2019,MECH,22,433,11,722,4779109,5045748
2019,EEE,43,720,12,761,3979340,5840405
2022,EEE,21,512,9,1127,3161886,5678981
2022,AIDS,34,781,11,1110,5598224,7987118
2022,MECH,36,647,12,1316,5307030,7029843
2021,ECE,25,465,8,882,3515202,5098585
2023,MECH,27,647,12,933,5242612,7040039
2022,EEE,37,697,11,1228,1215350,6619349
2020,CIVIL,40,882,12,558,2145004,6256166
2020,MECH,35,734,12,1231,5910401,6859446
2019,AIDS,45,876,12,865,4370323,8412603
2023,MECH,32,520,11,1070,5363759,7412732
2022,AIDS,29,607,9,654,3147572,6569485
2020,ECE,35,765,12,656,3483115,7070486
2023,MECH,20,398,9,1072,4246408,5159180
2019,AIDS,32,541,9,617,4665775,6055447
2021,MECH,32,457,10,541,5279859,5417489
2023,ECE,42,853,12,716,2065521,8497124
2023,MECH,31,526,11,629,1535929,6226760
2021,IT,39,722,9,1314,4845414,7061613
2023,AIDS,21,371,8,735,2780787,5367726
2019,ECE,33,542,9,1140,5107083,5487832
2019,AIDS,41,829,12,1204,3615015,8047803
2021,AIDS,47,888,12,1481,5709947,9963156
2022,CSE,16,344,5,691,4307509,3959353
2020,ECE,33,771,12,1345,1756168,6409835
2022,MECH,36,670,12,1363,2366893,6514214
2023,AIDS,21,391,7,722,1974532,5561008
2020,EEE,15,321,6,1238,2008403,3891579
2021,CSE,17,471,6,638,1268966,4056893
2021,IT,27,491,7,1354,2699765,4485626
2020,AIDS,18,376,6,778,2388753,4370709
2019,AIDS,28,580,9,1269,1490553,5513065
2020,CSE,30,663,8,1147,4946411,5231324
2023,MECH,25,478,10,517,1088106,5340049
2019,EEE,30,537,9,913,5499593,5483306
2021,IT,19,434,5,1436,3182632,4164070
2020,AIDS,30,579,10,1090,3692655,6016906
2022,MECH,16,318,7,1132,5377213,4484572
2022,ECE,46,894,12,886,4953365,8751070
2023,EEE,32,670,11,1313,5407184,7066922
2022,ECE,15,411,7,1124,3426244,5288487
2020,EEE,28,520,10,1490,3281578,5138944
2020,IT,32,603,8,1048,5300481,5501609
2022,CIVIL,29,624,9,565,1995654,5220708
2020,EEE,32,736,11,761,5414189,6826601
2023,CIVIL,38,737,11,851,4482243,7227803
2019,ECE,24,469,8,789,1684388,4652056
2023,EEE,29,674,11,546,3610459,7063722
2023,IT,35,856,11,1315,3175483,7319748
2020,CSE,33,680,9,1061,3485981,5637201
2019,IT,18,313,4,848,2161321,2831729
2020,IT,42,799,11,1406,3768165,6706806
2021,CSE,27,690,9,752,4712361,6107804
2020,CSE,44,848,11,1008,5758512,7042425
2020,MECH,38,864,12,1246,5357990,8033862
2020,EEE,43,829,12,693,1083521,6748320
2019,ECE,33,791,12,559,4462722,7215329
2020,MECH,47,849,12,820,5387524,8218386
2019,CSE,42,684,10,1183,3288885,5488561
2022,CIVIL,25,495,9,778,4517027,4899301
2021,ECE,27,599,10,1194,2170609,6029514
2019,CIVIL,44,846,12,1249,1766582,6111243
2022,IT,42,607,9,911,3549978,6427901
2019,AIDS,32,551,10,1252,3142404,5904047
2019,IT,19,307,4,1108,4764624,3782571
2021,IT,27,507,7,1431,2191741,5082433
2023,AIDS,17,430,7,1479,5530149,5911721
2023,EEE,14,325,6,936,3996972,4452488
2019,CSE,38,753,10,935,5696744,6001491
2020,CIVIL,32,485,8,640,5175863,4732931
2022,IT,39,783,9,925,1812457,7229281
2020,AIDS,14,350,6,1244,3568478,4295438
2020,MECH,22,304,8,730,2926442,4225625
2019,IT,38,888,10,660,1287580,5806419
2019,CIVIL,19,459,7,1086,5151589,4471534
2019,CSE,27,507,7,1049,1725800,4677935
2019,IT,22,556,8,635,2732030,4236737
2023,IT,21,504,7,721,5913063,5577814
2019,EEE,18,310,6,1439,1201134,3120608
2023,AIDS,14,307,5,933,1300821,4591287
2023,MECH,35,708,12,950,3807013,7355165
2019,MECH,17,331,7,1097,5885599,4521189
2021,ECE,44,839,12,754,1599934,7716883
2022,CSE,28,686,9,1157,3743734,6746527
2020,ECE,31,527,9,838,1510122,5098032
2023,CIVIL,36,774,11,1327,5425020,7225320
2022,CSE,27,506,7,628,2561119,4599654
2021,IT,35,617,8,557,4212778,6125131
2020,IT,45,856,11,600,3190300,6657345
2020,MECH,30,647,12,1306,1040492,5668617
2023,CIVIL,24,533,10,862,2970247,4961888
2019,AIDS,18,343,7,519,5801534,5110169
2021,CIVIL,18,441,7,1145,5026899,4148571
2023,IT,23,475,6,1345,3337006,5260444
2021,AIDS,44,748,12,686,3542278,8189316
2019,CIVIL,38,891,12,751,1926808,6040623
2019,CIVIL,17,381,7,688,2566230,3541169
2023,AIDS,28,434,8,559,5812583,6001274
2019,IT,21,476,7,1289,4964057,4488284
2022,CIVIL,42,682,11,1194,4614909,6224527
2020,AIDS,21,542,10,905,1855193,5383041
2023,EEE,42,866,12,1450,2120880,8330064
2021,EEE,22,440,8,1336,3557925,5201078
2022,IT,37,756,10,1314,1445044,5979109
2023,AIDS,33,739,12,943,2026936,8401229
2019,EEE,25,355,7,780,4646223,3984307
2019,AIDS,37,826,11,1377,3957982,7943247
2019,CIVIL,44,718,12,721,4344920,6230078
2019,IT,20,387,6,655,2053518,3245187
2021,EEE,17,307,6,805,1492797,3309347
2022,ECE,42,776,12,1447,2674211,7785173
2020,CIVIL,26,514,10,962,2580234,4278675
2021,ECE,47,851,12,1516,2455464,7530970
2021,ECE,33,796,12,1064,5183780,7296843
2020,CSE,33,802,10,1188,2756870,5874922
2020,CSE,24,544,7,1488,5512657,5492056
2019,IT,43,777,10,898,4041591,6059743
2021,EEE,38,608,10,1298,2881729,5990846
2023,EEE,37,530,10,1457,5279705,7083279
2020,EEE,46,682,12,1313,4601174,7231011
2020,AIDS,25,454,9,1126,4157279,5697120
2022,CIVIL,22,474,9,1042,2877392,4763795
2023,EEE,21,414,9,740,1578776,4825287
2023,CIVIL,38,689,10,1147,1179669,6685558
2020,IT,25,610,8,640,4854362,5185205
2019,ECE,28,599,10,1333,2711833,6051959
2022,EEE,16,317,6,1234,3558373,3636258
2023,IT,13,311,4,1165,1224269,3220971
2020,EEE,28,703,12,1083,4455476,5947811
2023,CSE,36,531,7,1441,1229005,5645807
2022,MECH,28,577,12,748,5565316,6576430
2022,IT,33,652,8,1094,3215908,6642497
2021,EEE,38,602,11,1477,5937027,6801919
2020,MECH,45,840,12,1217,2603262,7573194
2022,IT,40,769,11,1269,3412828,6787886
2021,AIDS,18,376,6,1081,2523331,4161549
2021,EEE,35,820,12,1001,1494065,6510410
2023,AIDS,16,323,6,746,2045391,4399616
2023,CSE,17,314,5,1462,4837587,3780056
2021,EEE,34,824,12,1213,2271952,6983735
2023,ECE,28,646,10,1283,3046899,7142536
2022,CSE,27,471,7,1249,3170373,5098767
2019,MECH,28,626,12,735,4809361,6367200
2022,IT,44,784,11,614,4976826,7362169
2021,CIVIL,41,788,12,1274,5863142,7047736
2021,CSE,29,761,10,1071,1358124,6340507
2022,CIVIL,38,677,12,1424,4353704,7039166
2023,CIVIL,45,887,12,790,4652071,8065316
2023,IT,20,463,7,907,4528429,4859795
2021,MECH,34,671,12,1030,3733365,6761182
2020,IT,56,872,11,1499,5028375,7380670
2023,EEE,37,723,11,944,4154001,7411566
2022,CSE,31,776,9,1038,1835677,6856179
2023,CIVIL,34,681,11,1473,1876538,6245244
2022,IT,22,454,7,856,5161878,5192360
2021,IT,34,556,8,1420,4852648,5156103
2023,IT,17,367,5,1057,1288574,4014286
2022,CSE,27,643,8,963,3781087,6415667
2021,MECH,30,576,12,1462,1582721,5578682
2020,ECE,36,690,11,555,5506223,6581972
2022,IT,38,748,10,1229,5162403,6802613
2020,CSE,24,558,8,604,1164010,4746394
2020,CIVIL,26,606,9,997,2712705,5162137
2019,EEE,15,394,7,1024,2384515,3811896
2023,ECE,37,763,11,1079,1624790,7032959
2022,AIDS,30,545,10,660,2604211,6450361
2020,ECE,20,486,8,1226,4409938,5164711
2019,ECE,27,672,10,1325,2919466,5822685
2021,CSE,34,871,10,1016,5774704,7528391
2022,AIDS,29,705,11,884,5040710,8003376
2020,IT,42,707,10,1494,2159538,6095123
2023,IT,24,424,6,1206,3287256,5211766
2019,ECE,29,636,10,997,2854713,5832026
2020,CSE,43,640,10,1177,2287282,5884705
2023,AIDS,47,862,12,900,1941608,8905402
2020,IT,23,477,7,1137,3960040,4042632
2022,CIVIL,27,469,9,1169,5236429,5462522
2022,MECH,23,338,9,1238,4519925,5390700
2022,MECH,18,368,8,698,2019649,4130884
2019,IT,22,535,7,1255,1430542,4575556
2022,AIDS,39,859,11,1353,5193327,9395066
2023,EEE,31,680,11,734,3195378,6444125
2020,IT,15,356,5,553,1569824,3434252
2021,EEE,29,576,10,638,2233718,5243799
2023,EEE,24,398,8,1310,4564043,5446320
2023,AIDS,46,826,12,1243,2151219,8907702
2022,EEE,39,624,11,519,4571950,6189553
2019,CIVIL,42,760,12,1210,5572356,6112931
2020,AIDS,29,478,9,625,3646250,5387824
2019,IT,37,873,11,1081,3222792,6475071
2020,ECE,17,418,7,873,5554342,4324515
2020,CIVIL,42,768,12,561,5685089,6432495
2019,CSE,52,848,12,909,2834285,6851547
2023,MECH,43,754,12,1468,3071963,8067804
2020,IT,18,325,4,528,4880546,3099207
2019,IT,37,789,9,646,2205159,6287260
2020,IT,13,307,4,632,3791736,3409945
2021,CIVIL,39,815,11,961,1025394,6048931
2023,CSE,46,832,11,1293,5943343,8296089
2022,ECE,21,448,8,817,5909123,5133594
2020,AIDS,51,787,12,1223,3893603,8382672
2021,CSE,12,324,5,938,2857478,3262740
2022,CIVIL,39,854,12,989,4533340,7344669
2022,IT,48,724,10,1480,2179328,7164650
2020,MECH,29,592,11,559,4254097,6066421
2019,IT,29,484,7,1400,1635091,3936091
2020,AIDS,40,853,12,598,3844397,8068142
2021,EEE,32,730,11,623,1685018,6043089
2022,MECH,32,616,12,774,1598193,6518537
2020,IT,37,697,9,1380,1274072,5492625
2019,ECE,37,623,9,543,4909069,6133221
2020,MECH,49,864,12,875,3148395,7542330
2023,EEE,42,895,12,1085,1178884,7804143
2019,CSE,39,845,10,996,2034576,6284297
2021,CIVIL,17,375,7,1373,5632568,3752623
2022,IT,42,785,10,704,3227370,6816582
2020,AIDS,19,387,6,1495,4825679,4805127
2019,CSE,23,531,8,515,3504259,4055590
2023,IT,16,306,4,791,2811268,4230567
2019,CSE,42,849,11,1306,2580585,6719220
2023,AIDS,19,351,6,1163,5351528,5329005
2021,IT,46,695,10,907,1656568,6072551
2022,EEE,28,520,9,964,2264271,5001383
2021,EEE,37,727,11,1222,1526259,7023727
2020,AIDS,22,442,8,934,5850647,5314316
2019,MECH,36,662,12,539,5861166,5889240
2023,AIDS,33,681,12,640,2157843,8152593
2023,MECH,34,860,12,652,1403570,7761843
2019,IT,29,576,8,1046,1260371,4913659
2019,MECH,23,570,12,841,3295887,5164842
2020,IT,14,313,5,1134,3514228,3783432
2021,IT,37,597,8,903,5882992,6271357
2023,ECE,42,763,12,523,3562556,7820372
2020,CIVIL,33,826,12,1129,4504387,6122398
2021,IT,28,533,7,771,5084003,5444956
2020,MECH,37,874,12,716,5759842,7746362
2023,CIVIL,15,326,6,1103,3470429,3965771
2019,CIVIL,43,770,12,1255,5375956,5860815
2019,IT,24,392,6,893,4417768,4020408
2021,AIDS,27,608,10,983,4703093,6448921
2022,AIDS,12,351,7,685,4085981,4914384
2021,EEE,28,618,10,961,2385946,6008391
2022,CIVIL,34,480,9,749,2571895,5489566
2020,IT,34,868,10,1041,5696910,6973091
2020,ECE,26,419,8,1322,3857384,5114788
2023,AIDS,18,342,6,1252,2352340,4442394
2022,ECE,33,559,9,693,4493239,6258140
2023,IT,30,496,7,1303,5835553,5827833
2019,IT,24,554,7,868,1016049,4745171
2022,CIVIL,30,635,11,888,2781100,6099292
2021,ECE,42,852,12,1457,1460894,7838838
2019,EEE,33,801,12,1217,3866991,6607716
2019,CIVIL,24,554,10,1348,4388591,5095389
2021,CSE,39,813,10,1243,4035779,6960557
2019,ECE,37,541,9,1280,5143593,6149785
2022,AIDS,26,448,8,1046,3137500,5866870
2023,AIDS,37,598,11,1293,1180561,6798793
2019,AIDS,30,752,11,596,3170068,7056811
2022,MECH,30,692,12,871,1485341,6657981
2020,IT,23,511,7,694,3683455,4557210
2022,CIVIL,44,837,12,804,1456226,7306193
2023,AIDS,47,893,12,579,4862127,9246182
2022,CSE,38,894,10,1400,5628804,7619412
2021,AIDS,19,430,7,1015,4611090,4765689
2023,EEE,35,628,10,974,5542757,6993443
2020,IT,28,555,8,540,2761803,4796523
2021,ECE,47,778,12,1424,4137170,8351575
2022,IT,36,860,10,1453,5090705,7009407
2023,ECE,24,362,7,537,1180482,4774147
2020,ECE,42,610,11,804,2406445,5919622
2021,CIVIL,27,706,11,686,3980025,5454117
2020,MECH,26,404,9,1121,5724580,5190922
2022,ECE,13,314,6,633,2075940,3775473
2020,ECE,26,558,9,596,2593912,4794421
2019,CIVIL,39,711,12,828,3235317,5976247
2021,AIDS,27,558,9,538,3912780,6505083
2020,EEE,27,559,9,632,5891831,5605487
2022,CSE,23,344,6,757,1418100,4200100
2022,CIVIL,28,630,11,1085,2515003,6095355
2020,MECH,29,464,10,911,1306456,5364285
2022,CIVIL,32,492,10,1192,1130205,5105125
2023,IT,48,820,11,959,1402791,7230020
2023,AIDS,41,700,11,785,1505750,8216580
2023,AIDS,32,673,12,1350,4368092,7673820
2019,ECE,20,364,7,1318,1666024,3604193
2020,AIDS,42,686,11,626,3446356,6770101
2019,AIDS,43,794,12,1221,3698135,7464113
2022,AIDS,34,714,10,907,1786270,7405221
2019,AIDS,14,329,6,1448,4010909,4468142
2022,CSE,27,565,8,529,5091264,5845800
2022,MECH,40,627,12,1364,4449269,7231409
2021,ECE,31,791,12,1120,1721351,6754591
2023,AIDS,34,516,9,1238,1370209,6073585
2022,ECE,43,619,11,977,2638362,6842522
2021,MECH,29,698,12,1204,1914883,6512375
2023,EEE,19,404,7,1416,4778130,5708927
2022,AIDS,26,629,10,703,2093148,6826502
2022,ECE,16,346,6,999,3328040,4458235
2019,CIVIL,43,898,12,1429,4347074,7030505
2019,ECE,33,613,10,1460,2539594,5685086
2023,AIDS,30,446,8,671,4181117,6633550
2022,IT,35,761,9,1126,5144486,6837279
2020,CSE,56,883,11,1216,1923680,7147051
2019,CIVIL,43,785,12,810,3669703,6101650
2023,CIVIL,43,709,12,1092,1402328,7279231
2022,IT,17,326,5,578,3332569,3735481
2022,AIDS,17,328,6,1249,3856026,5436205
2020,CSE,30,570,8,1211,2380764,4843049
2023,CIVIL,44,800,12,1077,3025212,7079518
2022,CSE,36,552,8,819,3299976,5220957
2019,CIVIL,35,684,10,815,1810701,4949668
2020,AIDS,21,359,7,814,5522244,4369004
2023,EEE,18,406,7,631,5450269,5367760
2020,CIVIL,22,519,9,1178,2058103,4650643
2019,EEE,48,740,12,775,3077630,6418676
2023,CIVIL,39,863,12,712,5855608,8093780
2020,MECH,56,871,12,1359,2464310,8459864
2021,AIDS,48,845,12,867,2923803,8475630
2019,IT,21,395,6,1350,4703118,4259323
2019,EEE,18,388,7,1275,3235893,4471041
2019,IT,26,530,7,1487,3460379,4468233
2021,AIDS,31,574,9,1447,3384675,6167064
2021,ECE,32,545,9,999,2465504,5864922
2022,IT,17,410,5,707,3738565,4102320
2020,AIDS,30,533,9,1394,1693318,6224281
2022,IT,30,577,8,1019,1035931,5506335
2020,EEE,53,776,12,1413,1861062,7422528
2021,MECH,33,716,12,1094,3108776,6918995
2021,IT,28,427,6,953,5318452,4397004
2022,EEE,32,536,9,590,1791084,5049154
2023,CIVIL,20,427,9,1252,5049298,5127570
2022,AIDS,47,693,11,1211,5416884,8662972
2020,CSE,45,774,10,1132,1995136,6791610
2022,ECE,34,694,10,982,4415967,6527021
2019,CSE,18,410,5,1344,3173368,3799825
2020,AIDS,18,389,7,949,2496916,4559781
2020,MECH,37,579,12,1442,4829330,6943754
2023,IT,38,632,9,1166,1550621,6749912
2021,MECH,26,523,11,1420,4552113,6030634
2020,CSE,16,400,5,1409,4760091,4483161
2021,ECE,21,431,8,780,3726813,4293521
2022,EEE,15,312,6,848,2369942,3748079
2019,ECE,37,756,12,638,1480474,5934126
2023,AIDS,36,740,11,737,1674276,7692399
2021,AIDS,18,397,6,997,3223546,5164737
2020,MECH,17,419,9,1193,4970265,4906896
2021,EEE,27,592,10,1214,2117885,5274471
2020,MECH,14,300,7,1157,3538562,3778201
2021,IT,48,871,12,814,2632286,7118740
2020,CIVIL,25,549,10,629,3118197,5060609
2022,EEE,25,448,8,1295,4606537,5443755
2020,CIVIL,38,694,10,589,2589925,5412895
2020,ECE,16,343,6,1127,1209746,3861778
2019,IT,22,343,6,1137,4705758,4221140
2020,CIVIL,23,377,7,1479,4432732,4506945
2019,CSE,31,525,7,1391,1256152,4415139
2023,ECE,28,461,8,766,1212511,5028819
2019,CIVIL,35,552,9,1042,5904464,4694055
2022,IT,27,431,7,1139,3322802,4590234
2019,CIVIL,39,747,12,865,1039212,5359433
2023,AIDS,50,773,12,1164,5998960,9569942
2022,MECH,19,408,9,784,5662858,5696785
2021,CSE,19,334,5,761,1245371,3575451
2021,AIDS,37,766,12,779,3879628,8542183
2019,AIDS,31,574,10,1190,3485335,5982539
2019,IT,22,486,7,1186,1272467,4582399
2023,MECH,34,542,11,539,2445106,6245033
2023,MECH,32,563,12,977,1521819,5964107
2020,EEE,39,821,12,551,1669716,6694444
2023,ECE,56,840,12,1265,5959174,9260998
2020,CSE,16,386,5,801,3233564,3705208
2022,ECE,44,834,12,1118,2355572,8740679
2019,IT,30,509,7,712,4843763,4305542
2022,CSE,15,345,4,1246,2147332,3725738
2023,EEE,34,766,12,1446,4478879,8120742
2022,CIVIL,53,839,12,584,3934005,7996597
2022,AIDS,16,325,6,636,3481264,4908669
2022,CSE,38,565,8,1387,3259754,5482734
2023,ECE,25,474,8,619,2839802,5378553
2022,AIDS,31,815,12,1040,5021490,9049725
2020,IT,27,610,8,799,1999589,5352185
2023,ECE,31,621,9,1199,4799073,7487070
2022,CIVIL,40,878,12,1348,3597165,6899537
2023,IT,19,434,5,1174,3693339,5093164
2021,CIVIL,18,354,6,549,1240671,3165020
2020,CIVIL,44,842,12,1391,1452822,6878341
2022,AIDS,43,885,12,1234,4264756,9206647
2021,IT,45,830,11,1200,5028435,6902010
2021,IT,22,455,7,802,5096209,5069595
2023,CSE,28,446,6,793,4392468,5722903
2021,ECE,35,784,12,1338,5163082,7472551
2020,IT,47,898,12,1081,3733930,7604131
2020,CSE,19,319,4,1132,2532202,3697356
2019,MECH,29,568,11,529,4373321,5922830
2020,MECH,35,632,12,1019,3583047,6886716
2021,MECH,48,854,12,1063,2166830,7799315
2020,EEE,33,700,11,561,5667072,6067980
2023,IT,29,605,8,1256,1183219,6222975
2019,EEE,20,327,8,724,5208386,3914491
2021,ECE,52,766,12,1137,1785195,8138847
2019,IT,28,559,8,1276,1933679,4806617
2021,CSE,33,833,10,704,5171151,7085316
2023,EEE,21,400,8,538,2766813,5349836
2019,EEE,42,850,12,775,5310619,6988497
2022,ECE,44,652,11,1187,4299227,7931362
2021,EEE,32,599,10,855,5316815,6515370
2022,CIVIL,26,595,10,819,2499624,5125269
2019,CSE,28,652,9,583,3374133,5054282
2022,MECH,20,429,9,815,4025202,5482934
2022,CSE,29,455,7,1076,2270176,4506569
2019,CIVIL,20,373,7,605,2991321,3067413
2023,ECE,33,641,10,533,3408363,6753843
2022,ECE,40,764,12,1412,5064706,8569515
2022,IT,14,389,5,1127,2472901,3758130
2023,CSE,41,878,12,1082,3382157,8543264
2022,ECE,45,754,12,520,1767423,6910010
2022,EEE,33,631,11,743,1819537,6547552
2022,ECE,36,647,11,1506,4255383,7023569
2020,ECE,29,532,9,592,5907276,5475126
2023,ECE,51,897,12,1475,2016895,8522775
2022,ECE,25,401,7,724,5003660,5445746
2023,MECH,44,780,12,850,4836684,8012042
2021,MECH,23,513,12,1068,3314117,6021651
2021,IT,28,407,6,1371,1521848,3956885
2022,ECE,29,464,8,1382,3360632,5820753
2023,CSE,26,634,8,1265,3140468,6585743
2023,CIVIL,22,385,8,1197,5490883,4710880
2023,IT,44,723,11,1108,5310817,7986795
2020,CSE,28,663,9,1311,4144641,6037382
2021,ECE,21,359,7,1210,2901756,4537657
2023,AIDS,41,781,12,1440,2243725,8490609
2023,ECE,34,549,9,1165,3863423,7196826
2020,MECH,38,859,12,1343,4462800,7612466
2020,CIVIL,20,416,8,1298,2516917,3910402
2023,EEE,50,844,12,1450,2233181,8812915
2019,CIVIL,20,343,8,1059,3320554,3551121
2023,EEE,37,808,12,974,2001734,8023087
2023,CIVIL,28,464,9,1291,4919816,5065741
2020,MECH,37,667,12,600,4163939,6622376
2020,EEE,29,591,10,1026,4099795,5644355
2023,CSE,27,585,8,1234,5414067,5962311
2023,EEE,21,503,9,1022,2938000,5156960
2023,IT,54,823,11,1500,5264351,8075702
2020,CSE,19,420,5,1094,1875122,3472645
2023,IT,28,487,7,987,2816880,5501846
2023,ECE,17,312,5,1003,4098906,4148159
2022,CIVIL,21,499,10,1416,1898202,4447846
2019,CSE,45,885,12,1473,5942713,7470014
2021,CIVIL,29,755,12,1257,4111727,5944467
2019,ECE,43,747,11,963,2273471,6157122
2022,AIDS,15,370,7,1094,4945051,5694169
2021,CIVIL,40,889,12,777,4441373,7422307
2023,ECE,25,429,8,1045,3679915,5167066
2022,CIVIL,15,342,6,706,2571254,3537847
2023,ECE,44,819,12,979,2027035,8444454
2020,IT,16,312,4,1444,5745881,3908842
2022,ECE,48,834,12,610,1711039,8533090
2020,EEE,28,601,11,1447,3513477,5650484
2022,AIDS,35,826,12,868,5015499,9249889
2022,CIVIL,38,872,12,625,1796613,7007860
2020,ECE,28,414,8,862,2408972,4692777
2021,ECE,48,759,12,983,3700476,7775097
2019,CIVIL,32,804,11,610,5261224,6135249
2023,AIDS,29,607,11,1379,4033196,7225230
2022,AIDS,42,624,12,603,5644094,8382615
2023,ECE,48,878,12,561,2589516,8932822
2020,CSE,32,474,7,964,3707277,4842201
2023,IT,52,813,11,1471,2320436,7618314
2020,AIDS,29,471,8,892,1926173,5768866
2023,AIDS,42,801,12,538,5395183,9330978
2019,MECH,28,633,12,1214,4891809,5835432
2019,EEE,38,583,10,534,5086618,5626121
2019,AIDS,34,774,12,749,1810584,6553160
2019,IT,14,353,5,1204,5141547,3970936
2019,EEE,46,757,12,825,1684360,5990450
2019,EEE,57,878,12,934,1111036,6736872
2020,CIVIL,30,719,12,847,2086437,5794065
2022,CIVIL,28,708,12,1088,3758950,6665571
2023,CIVIL,28,603,9,614,3765241,5916340
2019,CIVIL,54,858,12,1017,3585370,6177647
2020,MECH,22,521,11,1337,1612382,5498487
2020,AIDS,46,832,12,999,4499138,8454118
2020,CIVIL,31,457,9,697,2615575,4245457
2022,ECE,44,647,11,1360,2529157,7400709
2023,CSE,19,458,6,968,4132682,4627569
2022,CIVIL,32,534,10,699,3197789,5803134
2021,AIDS,31,704,10,864,2675554,7440575
2020,CIVIL,29,556,10,1091,2235498,5235801
2021,MECH,56,888,12,631,5399271,9221074
2019,IT,51,896,12,621,4290972,7255598
2019,IT,55,857,12,1137,4790590,7028634
2022,AIDS,25,346,7,1014,1146601,4341265
2023,ECE,30,512,9,854,1860022,6229907
2021,IT,45,778,11,536,2911634,6452709
2023,IT,31,786,9,902,3679675,7047154
2022,CSE,44,870,11,1461,5654280,8410829
2019,AIDS,43,865,12,1295,2891688,8094523
2023,ECE,28,641,10,1367,4554041,6982159
2023,AIDS,36,823,12,725,1658219,8277593
2019,IT,38,802,10,1197,5481325,6005975
2021,IT,13,305,4,988,2980708,3323418
2019,IT,23,443,7,981,5857964,4194342
2023,EEE,31,560,10,1216,2575276,5748443
2021,MECH,40,884,12,1376,1734701,8222860
2021,CIVIL,25,531,9,1452,2969418,5295787
2019,MECH,24,569,12,903,3418780,5214283
2023,AIDS,32,746,11,1149,3889388,8103360
2022,CSE,21,521,7,1198,4005503,5111431
2023,CIVIL,14,351,6,1022,4723691,4295910
2020,CSE,20,415,6,695,2405565,3694277
2022,ECE,45,837,12,862,4930479,8787933
2021,EEE,39,864,12,869,1610021,7538683
2022,AIDS,36,840,11,1057,5206696,9435925
2021,EEE,13,318,6,1103,1862416,3926197
2021,AIDS,28,691,12,560,3772541,7819021
2022,CSE,30,718,9,591,4140595,5904880
2021,CSE,24,608,8,854,2638127,5660911
2021,CSE,26,485,7,700,2504316,5202183
2020,AIDS,31,560,9,1053,1671755,5986395
2023,IT,40,827,11,1335,4207816,7768002
2023,CSE,29,572,8,1192,2789001,5787551
2020,EEE,22,459,8,544,3376554,4168641
2022,ECE,26,523,8,1266,3868083,5436566
2019,CIVIL,29,555,10,934,3036266,4684705
2019,AIDS,29,479,9,860,4944337,5792783
2019,EEE,16,319,6,693,1359462,3808671
2020,MECH,42,767,12,1042,5447774,7853051
2020,ECE,28,509,9,843,2259366,5064133
2021,MECH,36,812,12,999,4251040,8182393
2019,CIVIL,17,357,6,722,5273116,3155838
2022,IT,19,392,5,665,5662827,4608990
2022,CSE,24,520,7,1435,1536251,5161500
2019,AIDS,34,531,9,1177,2466720,6206050
2019,EEE,29,663,11,753,2926626,5833645
2019,CSE,39,861,11,813,3821535,6496377
2020,EEE,41,673,12,975,1256803,5885467
2020,AIDS,37,755,12,559,5810733,7809597
2020,MECH,16,387,9,1002,2845046,4247157
2023,CSE,18,319,4,1476,2416561,4040957
2022,CIVIL,14,313,6,680,1789870,3877420
2022,IT,18,432,6,854,2608015,3970711
2021,CIVIL,17,333,6,561,1537460,3930241
2020,IT,26,507,7,1075,4852391,4690756
2023,ECE,20,498,9,850,3985371,5581409
2023,EEE,39,891,12,1294,2210008,7805413
2022,CSE,37,882,10,1403,3551077,7997073
2020,CSE,20,454,7,1259,1309589,4235817
2021,ECE,36,889,12,1350,4101536,8146385
2020,IT,22,377,6,614,1493740,4192758
2019,MECH,22,471,11,1218,5839526,5588480
2020,AIDS,38,588,9,1408,1915615,5836319
2019,CIVIL,40,844,12,730,5037888,5968324
2019,ECE,38,719,11,1013,2415724,6249457
2021,EEE,16,306,6,1263,2267907,4026729
